date,code,owner,dy,p_return,bps,eps
20080930,A007070,0,0,0,57375.72,3374.92
20080930,A012750,44281,2.04,0,17549.69,3023.02
20080930,A009150,112943,0.75,-4.08,25641.95,619.02
20080930,A009830,64071,5.83,-0.43,16770.47,328.95
20080930,A000720,162783,0.88,0.72,25839.96,3174.53
20080930,A036460,62420,2.03,0.4,54080.88,4242.12
20080930,A000100,71858,0.45,2.34,90320.94,12763.61
20080930,A012630,108911,1.54,0,30126.52,2402.88
20080930,A051600,0,3.2,2.39,9117.5,1525.85
20080930,A069960,52899,0.95,-2.08,68505.28,9797.97
20080930,A007310,8334,1.39,1,108727.03,15332.42
20080930,A004990,39287,0.23,0.48,1279385.27,124240.4
20080930,A001450,525,4,1.33,9603.52,1287.96
20080930,A000880,113809,2.6,-2.12,24700.33,3910.86
20080930,A138930,0,0,0,0,0
20080930,A000210,121543,0.22,-0.47,82658.75,2792.77
20080930,A016360,196196,1.73,-1.36,37526.27,3437
20080930,A047050,51930,0.22,1.62,11125.51,903.43
20080930,A037620,214950,0.35,-3.3,43035.74,3158.45
20080930,A008770,2273,1.56,-0.72,12509.34,623.57
20080930,A006800,114150,1.09,-2.84,12353.38,878.31
20080930,A005940,140966,3.25,-1.55,15614.87,1200.95
20080930,A011210,0,0,0,34802.1,2134.92
20080930,A012450,118876,1.4,-4.04,14092.92,956.09
20080930,A071050,48602,0.34,0.12,30223.82,-2555.59
20080930,A003520,1870,0,-5.02,541.48,-49.42
20080930,A079160,823,1.64,1.56,9469.06,971.53
20080930,A047040,97331,2.82,-0.63,10443.49,755.69
20080930,A004370,29708,1.64,3.95,195730.54,12899.89
20080930,A034020,575926,0.79,-2.94,33762.28,-687.7
20080930,A010140,551629,2.21,-0.67,12896.8,2584.22
20080930,A005300,34479,0.26,0.6,1005930.02,42827.99
20080930,A010060,181443,0.68,-1.26,62824.65,14369.64
20080930,A079550,0,0,0,9875.76,2513.1
20080930,A006280,8242,1.07,-0.11,30160.75,5423.39
20080930,A000240,65221,0.98,1.39,11444.61,-132.42
20080930,A204320,0,0,0,0,0
20080930,A001440,27122,2.82,-2.22,19070.72,1425.89
20080930,A161890,0,0,0,0,0
20080930,A000150,82669,1.04,-3.58,53855.94,4199.16
20080930,A006360,249388,0.86,1.33,60994.58,7460.77
20080930,A011070,4313,0.93,0,40544.96,5091.28
20080930,A004170,415857,0.26,1.26,204293.9,30277.73
20080930,A003490,206188,0,-3.34,39365.04,-26993.74
20080930,A028670,0,3.88,-2.35,13465.82,2641.17
20080930,A028050,112189,3.45,0.26,17941.26,4746.36
20080930,A011780,16662,4.1,-0.43,39870.25,-1810.25
20080930,A006120,27953,0.37,0.51,39584.74,239.29
20080930,A006260,69249,1.31,-1.4,47548.29,-852.39
20080930,A002550,2567,3.75,2.67,8861.8,1954.86
20080930,A005440,0,0.91,-1.33,83808.49,9555.53
20080930,A030000,34765,4.1,1.22,118520.61,18839.32
20080930,A111770,0,0,0,0,0
20080930,A000060,8,1.29,3.59,4414.38,-475.08
20080930,A002620,88,1.01,-0.91,10652.9,1180.8
20080930,A014820,1281,4.5,-1.92,1133.79,61.01
20080930,A000670,11306,0.47,4.56,512723.55,76649.15
20080930,A120110,0,0,0,0,0
20080930,A192400,0,0,0,222267.04,29810.99
20080930,A005610,0,5.51,-14.87,18031.87,845.01
20080930,A005250,306,3.21,0,54037.98,4773.55
20080930,A000080,27523,0,-18.48,11041.85,3600.06
20080930,A003410,18549,0,1.3,11558.38,-2147.18
20080930,A214320,0,0,0,120894.29,48448.6
20080930,A114090,0,0,0,32959.68,20068.67
20080930,A138040,0,0,0,0,0
20080930,A105630,0,0,0,0,0
20080930,A057050,0,0,0,26230.07,6563.97
20080930,A008560,28023,4.1,0,1861.93,79.21
20080930,A039490,51,1.32,0,23184.87,2952.05
20080930,A003690,34513,2.12,4.78,6084.18,533.04
20080930,A139130,0,0,0,0,0
20080930,A226320,0,0,0,0,0
20080930,A017800,10907,0.77,-0.12,87158.79,4174.82
20080930,A003450,90097,2.19,-1.17,13799.38,868.18
20080930,A010120,38557,1.93,-1.91,17776.03,3150.73
20080930,A192820,0,0,0,0,0
20080930,A001740,15063,1.19,1.69,9928.13,373.64
20080930,A064350,0,0,0,13593.08,767.47
20080930,A010780,6650,0.75,3.68,19853.6,-746.84
20080930,A001120,30031,1.37,0.66,15174.21,1106.8
20080930,A010620,195587,3.7,-0.97,116874.79,25957.08
20080930,A073240,10929,0,-0.22,12108.8,-2658.29
20080930,A006650,4467,0,-4.76,52820.48,-11491.54
20080930,A002350,4180,0.74,0,2770.64,-126.67
20080930,A042670,73891,1.03,-0.82,10361.44,-731.72
20080930,A069620,10918,1.43,2.01,30110.68,3243.72
20080930,A042660,239212,3.26,-0.24,10162.91,1361.67
20080930,A000070,6854,1.62,2.35,68203.79,-5384.55
20080930,A108670,0,0,0,0,0
20080930,A003000,17036,1.43,2.56,6991.26,1141.79
20080930,A181710,0,0,0,0,0
20080930,A068870,24908,0,-1.13,16516.93,901.91
20080930,A071840,0,0,0,442375.78,-56499.07
20080930,A002270,5315,0.5,-3.13,249243.58,21272.72
20080930,A170900,0,0,0,0,0
20080930,A049770,2629,2.75,-1.22,73692.37,2021.05
20080930,A082640,0,0,0,6679.88,372.52
20080930,A185750,0,0,0,0,0
20080930,A052690,0,0,0,16041.78,1796.34
20080930,A023590,0,1.76,-0.3,8644.13,1818.89
20080930,A001060,4122,3.38,2.01,19129.25,708.23
20080930,A039130,3,3.22,1.31,9842.39,433.04
20080930,A081660,0,0,0,25874.52,917.03
20080930,A064960,9424,0,0,25222.1,2599.6
20080930,A145990,0,0,0,0,0
20080930,A003240,22520,0.15,1.39,1335463.15,-48761.67
20080930,A011790,27128,1.58,-3.85,24303.91,268.14
20080930,A180640,0,0,0,0,0
20080930,A001680,6959,0,0.85,9236.81,-114.1
20080930,A020000,14246,2.55,-2.5,18302.49,2150.48
20080930,A009420,0,0,0.53,1476.43,31.62
20080930,A024720,0,2.64,-1.38,3343.34,257.93
20080930,A006040,3648,2.75,-1.12,62327.37,12783.63
20080930,A037560,0,0,0,13269.32,538.8
20080930,A003620,6034,0,0.38,2087.47,-5890.19
20080930,A025540,2899,2.74,-0.46,23895.96,1552.46
20080930,A000640,36756,0.79,2.4,36859.54,4230.49
20080930,A006840,2762,4.59,-2.08,40660.63,-2998.31
20080930,A007570,27120,0,-2.17,8820.2,-1105.32
20080930,A001430,14712,4.8,0.46,24684.04,2835.71
20080930,A008000,9758,0,-6.05,5492.15,-44.75
20080930,A004000,42912,1.69,1.94,30970.38,3305.79
20080930,A000990,4993,0,-0.91,25079.15,-7788.93
20080930,A014680,0,5.77,-5.52,10040.35,279.74
20080930,A175330,0,0,0,0,0
20080930,A020560,0,0,-2.83,4480.01,-1321.76
20080930,A069260,15928,4.58,-2.82,10478.28,1889.35
20080930,A034310,0,2.49,2.98,18531.2,2123.15
20080930,A033920,12,2.32,1,4850.41,34.94
20080930,A071320,0,0,0,0,1238.25
20080930,A009970,0,3.2,4.85,8668.67,1869.01
20080930,A089590,0,0,0,1109.14,-2647.8
20080930,A103140,0,0,0,24807.64,-7271.29
20080930,A115390,0,0,0,39031.39,6362.53
20080930,A096760,6,0,2.85,14828.74,-574.28
20080930,A001230,71509,2.79,3.32,31611.69,2824.71
20080930,A019680,8927,16.29,0.87,5418.16,192.76
20080930,A018670,12,3.17,1.94,79763.25,5196.66
20080930,A001520,9037,0,-5.24,2727.09,-3088.81
20080930,A003090,0,2.2,-0.31,19799.83,2521.2
20080930,A000230,3301,2.01,0.96,38488.52,3617.81
20080930,A060980,0,0,0,103782.05,5541.42
20080930,A053210,0,0,0,1952.87,196.13
20080930,A000370,0,0,-4.08,6330.1,1443.3
20080930,A072710,197,3.45,0.84,91434.91,10008.37
20080930,A012510,0,0,2.41,308.94,-160.07
20080930,A016450,0,2.9,-2.03,2390.03,-131.19
20080930,A020150,0,0,0,3147.81,1030.37
20080930,A002240,4038,1.06,-1.96,73910.87,10906.05
20080930,A002020,17655,1.03,-0.33,29023.23,4531.87
20080930,A005180,7735,2.76,1.69,31887.48,4218.38
20080930,A003470,149,1.29,-3.28,8042.31,474.22
20080930,A093050,22066,1.86,1.42,17087.43,2485.67
20080930,A003300,16220,1.22,0.68,129812.13,1920.79
20080930,A101530,0,0,0,8764.47,76.46
20080930,A007340,0,1.33,0,15147.55,1760.49
20080930,A085620,0,0,0,4504.73,101.41
20080930,A009450,0,2.75,14.93,61112.36,3355.56
20080930,A005740,2178,1.57,-0.93,109176.29,1471.43
20080930,A017810,0,1.91,0,48130.84,6532.04
20080930,A044820,0,4.64,-1.41,2384.35,143.2
20080930,A210980,0,0,0,23379.76,1160.9
20080930,A031440,0,1.93,-1.47,31033.5,5704.17
20080930,A002960,9,8.53,-1.92,37851.87,9333.14
20080930,A078520,12,0.36,-2.38,6225.09,1113.84
20080930,A093370,18666,0,-0.83,1004.53,190.14
20080930,A003850,27,2.04,2.02,41158.19,1758.65
20080930,A138250,0,0,0,34078.87,3658.48
20080930,A003060,0,0,-4.81,319.45,-115.31
20080930,A008490,0,4.51,1.57,10306.25,948.9
20080930,A009290,3982,1.87,1.03,3775.05,408.36
20080930,A117930,0,0,0,0,0
20080930,A004490,5861,1.63,-2.41,17974.43,5383.49
20080930,A029460,3158,0.86,-2.4,4547.68,378.2
20080930,A011200,152936,1.35,-0.13,20778.88,4427.83
20080930,A003540,203,5.88,1.13,20705.2,1698.96
20080930,A005850,2527,1.67,-1.11,8213.46,-1341.03
20080930,A003920,18264,0.2,1.57,685208.77,-28302.83
20080930,A214420,0,0,0,0,0
20080930,A036580,0,0,-1.23,3899.01,-282.83
20080930,A034120,18822,0,0,24570.37,394.71
20080930,A007210,0,2.17,3.38,19351.41,503.07
20080930,A004430,39,0,0,6014.84,-749.13
20080930,A084690,0,6.52,-2.8,8729.73,386.52
20080930,A122900,0,0,0,28962.8,4923.75
20080930,A029530,11748,4.59,-3.05,67644.44,6790.42
20080930,A058650,0,2.32,-1.68,207649.3,26572.09
20080930,A002390,343,1.4,-1.36,16463.57,588.47
20080930,A031430,0,0,0,27119.14,4124.41
20080930,A009410,0,1.76,-1.56,8819.65,566.91
20080930,A001720,0,4.14,0,46021.02,3068.35
20080930,A021960,0,4.29,-4.26,11102.83,737.1
20080930,A079430,0,4.37,-1.94,7166.17,1048.43
20080930,A004710,4602,1.92,-5.87,17935.23,1013.3
20080930,A019170,0,2.65,-3.76,34593.68,2995.02
20080930,A006060,0,9.49,0.27,27947.9,2961.31
20080930,A025860,20182,2.72,0.36,8779.33,2854.65
20080930,A000050,3383,0,-1.38,196365.27,-7132.47
20080930,A070960,0,0,0,7463.67,66.18
20080930,A005500,0,0.34,-1.63,8455.97,527.99
20080930,A016380,6131,2.1,-4.73,44646.51,-3231.45
20080930,A101060,0,1.37,2.34,34037.02,1840.53
20080930,A192530,0,0,0,0,0
20080930,A004690,0,0.96,0.75,172539.96,12295.89
20080930,A002630,0,0,-0.63,694.71,-8.14
20080930,A014830,3240,3.42,-1.01,39869.48,9629.34
20080930,A002250,0,5.17,-2.96,22018.5,1692.98
20080930,A017940,19,2.15,-0.44,83884.62,7632.74
20080930,A005880,2940,0.76,1.15,113375.69,31915.73
20080930,A017390,81,2.03,0.67,81144.03,8313.38
20080930,A005090,0,3.59,4.13,30983.7,3730.12
20080930,A006390,995,0,1.94,45955.67,-9285.66
20080930,A037710,0,1.24,0,116914.57,19433.47
20080930,A152330,0,0,0,6418.8,1114.16
20080930,A095720,0,3.9,0.83,7831,1162.24
20080930,A097230,11491,0.35,-1.21,44484.37,1330.83
20080930,A900140,0,0,0,11300.4,0
20080930,A005720,0,2.36,-0.3,67669.89,10592.73
20080930,A003030,3870,3.45,-1.34,110250.01,22136.4
20080930,A102460,0,0,0,3482.87,714.74
20080930,A015860,1908,0,0,4328.11,-78.08
20080930,A005690,0,0,-0.94,5007.09,-2652.72
20080930,A002320,1848,1.1,-2.65,53970.12,-10618.34
20080930,A001630,8219,1.57,-0.26,15584.72,1658.57
20080930,A032350,0,0,-2.08,8918.9,-556.06
20080930,A003560,0,0,11.7,918.06,-415.28
20080930,A016800,5643,2.94,1.26,21576.23,2870.86
20080930,A214390,0,0,0,6671.27,2430.95
20080930,A001780,0,0,-0.25,2461.66,91.15
20080930,A126560,0,0,0,90078.82,-941.34
20080930,A033660,0,0,0,11800.3,517.25
20080930,A042700,1194,3.45,-3.12,4809.99,290.46
20080930,A000400,0,0,-6.72,4705.65,-162.77
20080930,A003220,0,3.78,-0.56,5432.2,645.4
20080930,A104700,1011,2.9,0,70612,5351.89
20080930,A102280,0,0,7.34,8252.74,376.92
20080930,A015350,0,5.62,-1.82,27071.64,2238.94
20080930,A213500,0,0,0,0,0
20080930,A011760,2060,0,2.63,9040.47,468.61
20080930,A036530,0,5.24,-0.26,24070.48,1944.97
20080930,A007690,913,3.64,0.8,36303.59,5027.44
20080930,A002810,314,2.74,0.12,8927.95,497.63
20080930,A112610,0,0,0,7180.07,2060.78
20080930,A138490,0,0,0,4832.52,533.61
20080930,A200880,0,0,0,0,0
20080930,A033270,0,2.46,-0.26,3586.14,590.61
20080930,A030610,0,0.6,-6.49,14176.55,450.53
20080930,A008060,13594,7.31,-4.57,6575.27,-1433.44
20080930,A001510,117,0.23,-3.85,1253.65,60
20080930,A004150,31594,0,-1.43,11875.45,46.06
20080930,A004440,0,0,0,38227.91,5375.49
20080930,A003200,0,2.4,1.84,172808.21,9745.57
20080930,A005810,2985,0,0,41442.06,471.44
20080930,A004700,0,0,7.08,15828.81,484.3
20080930,A002990,49832,2.71,-4.18,20122.18,594.14
20080930,A027390,111,4.74,1.12,21173.15,2070.98
20080930,A000480,4110,2.34,4.89,89750.1,2378.9
20080930,A004360,245,1.44,-0.3,15642.83,2268.55
20080930,A016580,0,3.48,2.36,11350.64,1199.38
20080930,A000140,8758,1.83,0,61620.79,6659.13
20080930,A089470,0,5.17,0.94,2542.57,244.19
20080930,A095570,0,0,0,13531.33,696.78
20080930,A001460,0,0.55,0,288022.94,5955.94
20080930,A003570,16462,1.71,-1.6,15473.86,1000.17
20080930,A007160,0,0,-2.46,19079.43,4315.66
20080930,A001130,6400,2.2,1.88,254159.88,-7860.83
20080930,A008730,2513,7.1,-0.9,9703.14,507.6
20080930,A003120,35981,0.69,-3.38,113382.23,12843.26
20080930,A102260,0,0,-4.8,26701.39,-2715.03
20080930,A194370,0,0,0,131299.11,23262.52
20080930,A002780,0,0,-1.45,1359.69,3.61
20080930,A009680,0,3.35,2.44,6867.16,757.29
20080930,A000430,0,3.43,-0.82,4668.98,111.07
20080930,A000020,3031,1.85,-1.97,36761.95,5105.09
20080930,A107590,0,0,0,0,0
20080930,A001500,18081,0,-3.77,18225.31,99.61
20080930,A183190,0,0,0,0,0
20080930,A011160,0,2.91,-5.96,11067.81,510.54
20080930,A039570,0,0,0,69436.33,18449.32
20080930,A079980,0,0,0,5868.38,-932.09
20080930,A004060,0,0,-5.86,10164.7,247.2
20080930,A012320,0,1.97,2.21,74345.09,8782.36
20080930,A002000,1587,1.2,-0.37,53268.68,-1055.02
20080930,A017960,3350,2.29,-1.16,5501.71,1250.78
20080930,A000970,5,3.64,-2.61,9156.57,246.76
20080930,A004130,3033,6.06,-0.71,12002.28,-501.92
20080930,A004250,0,6.47,1,17354.15,1501.97
20080930,A010050,0,2.97,0,797.33,37.42
20080930,A002450,0,0,-1.68,1883.44,23.48
20080930,A000680,0,0,-0.66,5640.73,292.74
20080930,A005950,0,4.25,2.55,32606.19,3272.47
20080930,A000390,1066,5.14,-2.21,5649.92,474.75
20080930,A000320,0,4.09,-0.54,13365.38,94.59
20080930,A000180,0,0,0,12592.6,-4870.9
20080930,A004970,0,1.25,-5.08,14187.29,3503.09
20080930,A009580,0,0,-1.87,11663.82,518.21
20080930,A004840,0,0.62,-0.78,4650.59,-289.31
20080930,A003530,0,2.87,-3.94,10567.65,936.81
20080930,A161000,0,0,0,0,0
20080930,A011000,0,0,0,1242.37,-228.44
20080930,A003070,1616,2.45,-1.73,12130.03,656.91
20080930,A092230,0,4.18,1.04,72196.22,3896.38
20080930,A082740,0,0,0,8207.4,-85463.33
20080930,A085310,3654,1.25,-4.03,8619.9,748.49
20080930,A000700,153920,2.76,-2.05,39189.51,2965.27
20080930,A025000,2932,4.48,0,37207.81,5535.12
20080930,A000860,73,2.91,0,36023.18,1351.73
20080930,A007860,0,7.78,-2.61,4158.94,978.85
20080930,A004980,2005,0,-1.65,19709.19,-4057.39
20080930,A013520,0,0,9.15,22913.19,-2688.27
20080930,A004380,0,5.86,-1.19,3411.84,-75.38
20080930,A001200,127,0,-5.04,976.21,-205.07
20080930,A010690,2084,5.62,-1.36,4810.5,239.07
20080930,A005680,4495,2.38,0.6,19206.44,463.38
20080930,A002030,4582,1.27,-0.65,137245.69,2267.37
20080930,A012200,1198,4.1,-1.12,3741.16,137.2
20080930,A001250,0,8.71,-0.22,6224.28,2590.54
20080930,A001880,8090,0,-3.5,11071.96,-361.96
20080930,A000540,0,0,5.65,2729.43,-381.7
20080930,A014280,0,3.28,10.62,25392.4,1024.26
20080930,A084010,6326,6.46,-1.94,61772.15,18003.6
20080930,A033240,5090,3.44,1.08,7632.76,494.25
20080930,A012160,0,0,0,32614.05,5682.48
20080930,A001360,0,0,1.19,4519.46,83.56
20080930,A067830,0,0,-1.14,3257.86,5.34
20080930,A015360,144,4.81,-2.03,49987.18,4238.68
20080930,A011280,0,2.5,-0.51,2043.55,99.55
20080930,A007810,0,0,-3.48,5555.08,36.11
20080930,A136490,0,0,0,0,0
20080930,A007700,4,2.5,0.33,6968.18,531.68
20080930,A090350,0,4.2,-0.26,7652.01,235.2
20080930,A010820,0,0,-5.21,689.58,34.91
20080930,A001940,6059,2.54,0,139418.05,15475.54
20080930,A005390,0,0,-0.53,13690.65,605.09
20080930,A007540,0,1.07,-4.96,29421.13,1045.82
20080930,A069640,0,0,0,12068.61,187.89
20080930,A006490,0,0,-0.51,2203.41,27.6
20080930,A002880,0,0,-2.99,978.53,-2.69
20080930,A091090,5422,1.71,-0.99,3788.39,388.36
20080930,A002360,0,0,-7.95,605.22,-100.4
20080930,A001790,0,0.97,0,119901.54,1717.44
20080930,A007660,0,4.74,-2.26,3228.94,342.32
20080930,A084680,0,0,1.45,542.88,-2151.62
20080930,A068400,0,0,0,4798.96,35.93
20080930,A004540,0,0,-3.15,3141.47,-3403.7
20080930,A092200,0,2.51,-0.94,5185.53,188.72
20080930,A037270,0,8.7,-1.09,3235.23,-303.61
20080930,A011090,0,0,2.46,1548.45,11.73
20080930,A004960,0,3.66,0.45,31162.12,1838.28
20080930,A130660,0,0,0,36282.88,8170.53
20080930,A021820,0,1.3,-0.83,111514.46,14667.1
20080930,A084870,1103,0,0.18,7421.85,-769.72
20080930,A900050,0,0,0,1674.64,963.24
20080930,A000490,0,2.36,0.8,30097.05,-2856.56
20080930,A012610,0,3.13,-4.13,27347.11,3612
20080930,A001270,0,6.12,11.36,26664.91,1347.96
20080930,A000040,0,0,-4.23,628.21,-82.8
20080930,A044450,0,1.83,-2.9,8311.94,-1690.35
20080930,A025560,0,0,-2.13,267.64,-209.95
20080930,A227840,0,0,0,0,0
20080930,A100250,0,5.3,1.48,2480.25,116.96
20080930,A002840,0,2.64,-0.22,51729.6,9808.17
20080930,A035150,0,0,0,2231.64,-1030.64
20080930,A004830,0,1.5,0.22,3266.82,33.55
20080930,A033530,0,5.79,-0.4,7889.47,710.59
20080930,A004200,0,0,-2.82,25948.14,858.37
20080930,A103590,0,0,0,3921.96,-654.84
20080930,A009440,3342,1.87,0,4918.55,360.68
20080930,A005750,0,0,-0.78,3935.58,-116.27
20080930,A016880,0,0,-1.69,0,-1394.97
20080930,A005980,0,2.73,-1.31,31812.22,171.51
20080930,A003460,0,5.43,4.51,28275.97,1459.79
20080930,A034300,18,3.66,-3.64,36244.26,525.9
20080930,A003230,0,1.41,-14.96,10223.58,2629.83
20080930,A026890,0,6.85,-5.33,2498.56,71.12
20080930,A007980,0,4.72,2.82,30862.91,-112.29
20080930,A163560,0,0,0,0,0
20080930,A100840,657,2.22,0.12,20718.82,4293.64
20080930,A117580,0,0,0,0,0
20080930,A092440,188,3.02,11.11,9938.37,761.49
20080930,A058860,0,0,0,22037.51,3444.27
20080930,A005870,0,0,-0.91,5751.21,-1024.33
20080930,A004310,3047,2.95,0.17,3732.55,124.12
20080930,A011930,4426,0.43,-5.19,3888.07,421.48
20080930,A006220,0,0,14.71,11066.42,1424.71
20080930,A002150,0,0,0,7774.83,1610.01
20080930,A013570,3634,1.93,-2.41,5270.68,-339.64
20080930,A019440,0,0,0,14646.93,1749.12
20080930,A002460,0,1.89,-0.94,30627.91,492.45
20080930,A001390,0,4.24,-1.35,17434.94,574.51
20080930,A004910,0,7.08,-0.87,5239.59,302.81
20080930,A006380,9113,0,-1.09,2496.82,-457.96
20080930,A009160,0,3.17,-0.59,3412.31,925.53
20080930,A019300,0,1.92,-0.86,2445.94,148.46
20080930,A002310,0,0,-3.56,24238.85,366.66
20080930,A063160,0,5.81,-1.08,9399.12,1670.84
20080930,A002170,0,1.33,0,58310.96,-6487.45
20080930,A094280,0,0,-5.49,2181.01,-851.61
20080930,A009310,0,0,-1.6,4311.5,70.2
20080930,A003650,0,10.17,-0.94,51789.21,12336.88
20080930,A075180,0,5.85,-0.34,5818.89,883.43
20080930,A016710,62,3.96,-2.46,11904.35,989.26
20080930,A041650,0,9.24,0,2966.17,285.44
20080930,A003160,0,0,-1.34,3922.24,-115.71
20080930,A002300,3487,0.99,1.89,62150.82,-741.14
20080930,A001820,274,1.25,-0.85,3089.69,166.92
20080930,A123690,0,0,0,0,0
20080930,A016090,0,2.42,-1.42,1597.5,12.86
20080930,A030210,0,0,-2.6,6569.02,-264.59
20080930,A003280,0,1.51,0.57,2471.21,-64.74
20080930,A005110,0,0,-0.85,1177.05,-49.17
20080930,A014130,0,0,-2.13,12355.52,2451.43
20080930,A016610,0,0,-2.4,11044.4,159.09
20080930,A015890,0,4.16,0.87,4695.63,766.46
20080930,A004870,0,0,-2.02,273.11,-282.75
20080930,A000890,0,1.92,-2.6,39802.03,2632.02
20080930,A006370,309,3.78,0,29902.88,1787.58
20080930,A004890,7157,3.11,1.46,76046.94,22694.93
20080930,A012690,0,0,-3.07,204.41,-406
20080930,A008350,0,0,-0.88,4177.43,-1832.73
20080930,A003480,13785,5.06,-1.36,36263.89,2761.04
20080930,A014790,17,5.78,-2.44,39681.81,4581.56
20080930,A002210,0,0.5,-0.6,3361.59,173.07
20080930,A002820,0,1.41,-0.22,99477.59,-2140.33
20080930,A035510,320,2.17,0.81,47890.82,7010.19
20080930,A005190,0,2.2,-13.27,36370.79,150.95
20080930,A001530,0,1.96,-0.25,138413.36,1135.23
20080930,A005800,0,1.31,0,229110.42,15282.49
20080930,A100220,0,2.35,0,11665.34,966.59
20080930,A024090,0,1.89,1.21,7726.96,898.59
20080930,A035000,0,2,-2.45,6788.14,-174.55
20080930,A004560,1606,0,0.8,11754.71,-3778.41
20080930,A003830,0,0.98,0,238684.33,7660.12
20080930,A001380,0,0,0.15,12676.93,-365.91
20080930,A058430,0,3.01,-0.24,36142.16,-8080.36
20080930,A047400,0,0,0,6806.9,852.72
20080930,A023000,0,0,0,5899.54,1379.53
20080930,A024890,0,0,-1.25,1884.48,-283.74
20080930,A006090,0,0,-3.77,6646.27,571.87
20080930,A012030,65,3.07,-1.64,31438.34,4198.46
20080930,A003350,0,0.75,4.17,6427.29,-174.69
20080930,A077970,24540,1.88,0.12,19318.7,3373.54
20080930,A034590,0,5.25,1.11,26030.49,2675.2
20080930,A103130,0,0,0,11474.61,7482.17
20080930,A002700,0,0,-0.65,270.34,-235.68
20080930,A033180,0,3.66,-4.53,1866.06,68.21
20080930,A014990,1758,0,4.41,1606.48,614.08
20080930,A008600,0,5.15,-0.96,12994.38,417.54
20080930,A017900,0,0,-0.6,4301.87,-1049.2
20080930,A003960,326,0,1.17,11194.76,1927.83
20080930,A075580,0,0,0,26669.8,10235.14
20080930,A012170,0,0,-12.8,-409.19,-1097.95
20080930,A053690,0,0,0,3802.79,1211.97
20080930,A004770,0,0.69,1.91,1697.35,-163
20080930,A006340,0,0,-5.19,8088.77,59.46
20080930,A068290,0,3.88,8.02,5032.54,465.72
20080930,A093240,0,0,0,4283.92,727.02
20080930,A110570,0,0,0,8814.93,4186.8
20080930,A078000,0,5.35,-0.13,11299.17,800.52
